displacement,strain,pore_pressure,tilt,vibration,risk_class
8.88811988195308,101.59451092344692,202.79041292200137,2.202103056961305,0.9419121865976485,0
9.474830192821852,101.20981135783018,180.86719755342202,1.6550164334973934,0.9437712470759028,0
9.571953935823766,96.28796581440413,192.96656198292592,1.572075868784752,0.9370525039075749,0
10.597720466912609,97.27808637737408,201.10922589709867,1.7698012845155393,1.0375698018345672,0
9.399746149894089,104.73719910523319,202.91034001262182,1.8728880519450721,0.8978447805324402,0
9.838244613602479,104.11272456051594,187.79156350028978,2.041772719000951,0.8040329876120225,0
10.218638316053863,104.40880519474305,189.9091465713489,1.6833411572926225,1.0773700416833683,0
9.46185833833704,101.71809144784231,182.36959844637266,2.064816793878959,0.9614917719583683,0
10.582122794713039,104.43874229796678,208.94332330108762,2.1509995594489473,0.9792834109895425,0
9.37652260501504,101.65631715701782,209.7554512712236,1.904165152430942,0.9814341023336183,0
11.1797163447007,95.5089603027216,208.3479541923043,2.059312276865794,0.8962170123484517,0
9.924196254971815,101.80697802754207,215.38036566465968,1.9928347921780096,1.1564643655814006,0
9.6013616099848,99.69567956262627,185.81249541408596,2.208498323467884,1.0903532490625842,0
10.01900033106215,107.38947022370758,194.81729781726352,1.8383012794213625,0.9498242956415464,0
15.347217506074694,152.45548563376366,313.91576476571225,2.636284468983502,1.2940484521700333,2
9.63217427586724,86.72411976218265,203.45517943888765,1.9208967096839413,0.9710863143530057,0
9.83871428833399,102.02025428407269,218.8618590121053,2.034915562566368,1.0257550390722765,0
16.137870523684356,148.484881250223,303.2860965240757,3.0698578718318257,2.043128234251236,2
12.694319329289618,146.4173494328515,296.6579039536154,2.2502382747438068,1.2782623953616419,1
11.384015718932678,95.59679590735115,200.76894948584572,1.9013135035593347,1.0923162608341952,0
10.099651365087642,97.48262172941901,184.49336568933867,2.0137125949612056,0.8937696286273895,0
10.47359243063518,103.10274107980868,198.39062623136937,1.9223471202046771,0.9114487626171152,0
10.81351721736967,93.84567841783023,202.2745993460413,2.2614285508564858,0.8392516765438772,0
10.184633858532305,92.79979276158102,211.9072725611364,2.2598793628528977,0.9132853843950447,0
14.274933659995147,124.64661341716283,243.82501494304717,2.3181480829505623,1.6559737001951644,1
10.473832920911788,95.1265916488634,207.8708460374245,2.231719115801481,0.9179317681648289,0
10.424486244056451,104.70267792481005,191.32358910020625,2.0291723704856617,0.8630128943283704,0
9.228219250506742,99.61449145292949,203.41151974816643,2.055338159866004,1.0827183249036023,0
12.734422159061742,100.46882715075974,185.9359473281845,1.9930940687810383,0.9036984373933874,0
10.977180000813073,94.64553750969444,204.82472415243186,1.9553074429348298,1.0714000494092093,0
9.875867611118341,103.7017040897387,195.4753776765533,2.1554099589807216,1.1045571168346318,0
9.65785828739462,101.07046872065102,187.54261221288013,2.0346361851702364,1.0385317379728838,0
10.230953722945133,95.95531554304819,210.57423508862377,2.010272171895927,1.0872447157660452,0
11.066198544097738,93.11165316021454,190.62174960084877,2.1030070534417318,1.051378595091221,0
13.536867719895415,150.22440640249155,306.8954529158998,3.22394216774033,1.0866371274703983,2
8.499231606792826,99.8018192898019,194.65337258149935,1.6423006990039006,1.0357304541936634,0
9.528068134210567,105.44475298483682,200.64280019095463,1.7844510444141388,0.9284696290740032,0
10.679597748934675,111.94517978696231,218.43413758320534,2.2726870981903406,1.0828765977604875,0
15.133034380182952,165.06626452844074,290.54680831559807,3.9171823968894657,1.790550365785744,2
10.865755194170122,97.62527344419522,193.4667076742629,2.3530908480562194,1.0404981710960957,0
10.377296265460409,108.25675493239746,186.73168233864104,2.368743159550369,0.9269258596770347,0
8.72008026673687,102.21909714073114,207.74634053429338,1.8146139056843835,0.99404746439382,0
8.70505752552014,99.47440747626793,180.0503842844235,1.7399614316813121,1.1543067651859085,0
11.323263807151237,107.20636644533057,185.64137848820562,2.2326327504309917,1.0010233061019587,0
9.797542474168448,100.3044830355858,206.47162696787044,2.0252189655648056,0.8102623017511342,0
11.280540761677464,110.66516687328134,180.47912200477498,1.9696429809928833,1.0588317206484577,0
15.787648903316722,194.23923912201684,358.17248027051573,3.4999380507233915,1.9705861157227849,2
10.581314134035724,102.75868505232538,192.89872042072517,1.6424656776136435,0.8779429895718145,0
10.547097381170039,98.98903673783053,197.8231879677278,2.219755370397438,1.082541634898803,0
10.813509636000639,100.06073254536612,209.3093408397408,1.895362381282578,1.0949142987780998,0
15.333267519240458,136.3103348801167,247.0542647492316,3.140633284148518,1.6039491068709733,2
10.791662693962936,99.93876613576543,191.02745628514168,2.0151609116387452,0.9322838288487888,0
9.690907490803077,104.01906525688129,206.13841341475424,2.2715761576199975,0.956669659309744,0
10.203822727527466,97.64480847190839,202.32049937357635,1.7103831317005351,0.8592536225623445,0
9.335772556695577,106.80055683124085,179.6292406502786,2.3140064561085345,0.9697675757923692,0
9.995437171009703,101.61359280169044,191.72769056447677,2.1038693028482345,1.1532738913002578,0
16.54675290134356,154.37690132208152,400.687082798829,3.3761057805641106,1.8449807035172205,2
